TRX_USD_VALUE,EU_CUST_NAME,TRX_NUMBER,OTM_DATE,SALES_CHANNEL_CODE,TRX_SOURCE_TYPE,TRX_ORIG_CODE,WEB_ORDER_ID,OFFER_TYPE,DEAL_ID,TERM,REMAINING_TERM,CONTRACT_START_DATE,CONTRACT_END_DATE,SC_SPLIT_PERCENT,SUBROLE_NAME,SALESREP,SEGMENT1
0.00,COLLEGIO DEI PRIMARI DI CHIRURGIA VASCOLARE,87165660,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87165660,WEBEX,47627515,12,3,8/1/2019,NULL,1,Account Manager,gzulian,ITALY-PL-CLM-CS4
65681.28,LOWE'S TX DATA CENTER - 1009,87165093,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87165093,N9K_SW_SUB,47572314,36,36,NULL,NULL,1,Teams,Carolinas Retail Team Agent,CWE-6
0.00,TEAM INC,87165682,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87165682,WEBEX,47216499,36,32,1/20/2020,NULL,1,Account Manager,tojacks,CSL_SOUTH TX SELECT
23024.45,UNIVERSITY OF PITTSBURGH MEDICAL CENTER,87166225,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166225,WEBEX,47372734,60,50,7/9/2019,NULL,1,Teams,UPMC Team Agent,EEA_14-23
5740.56,NIFCO PRODUCTS ESPANA SLU,87166127,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166127,UMBRELLA,45609680,36,36,5/8/2020,NULL,1,Teams,ESP_NE_SMB TEAM_1,SPAIN_COMM_GNN_NE
4464.00,NIFCO PRODUCTS ESPANA SLU,87166127,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166127,AMP4EP,45609680,36,36,5/8/2020,NULL,1,Teams,ESP_NE_SMB TEAM_1,SPAIN_COMM_GNN_NE
1175.76,DEUTSCHE TELEKOM AG,87164553,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87164553,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
1175.76,DEUTSCHE TELEKOM AG,87164559,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87164559,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
1175.76,DEUTSCHE TELEKOM AG,87164558,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87164558,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
0.00,Design And Reuse,1300160193,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160193,WEBEX,1200231405,12,4,9/7/2019,NULL,1,Teams,FR-COM-R2A-CLNN-TAM-1,FRANCE_COMM_CLNN_R2A_1
0.00,PENNECON LTD,87166268,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166268,WEBEX,47472030,12,1,6/17/2019,NULL,1,Teams,TEAM_SMALL_EAST I_VSAM,SBU_CAN_EAST I_VSAM1
6386.40,FINANCIAL OMBUDSMAN SERVICE LTD,87166179,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166179,WEBEX,47666340,12,12,3/26/2020,NULL,1,Teams,CGOV_TEAM,PMJ_EAW_CGOV_TREASURY1
274.08,Langley LLP,87157748,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87157748,WEBEX,47574598,12,12,5/13/2020,NULL,1,Teams,USC-SB-NN NORTH TEXAS,SBU_NN NORTH TEXAS
0.00,TRAVELJIGSAW HOLDINGS LTD,87166103,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166103,UMBRELLA,47663903,36,2,7/10/2017,NULL,1,Account Manager,dahawkin,CSL_EAW_LONDON_AM12
223.08,PIPEDRIVE,87166101,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166101,WEBEX,47453334,12,12,NULL,NULL,1,Teams,PORTUGAL X-SELL TEAM 2,CC_PRT_SMB_CS2
184.30,PRIVILEGIO INVESTIMENTOS IMOBILIARIOS LTDA,87166289,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166289,WEBEX,47655612,12,12,5/8/2020,NULL,1,Teams,TEAM-FP-BR-SB-1T,SBU_PSR_BRA_PRN_PSR5
2325.00,NITRD,1300160197,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160197,WEBEX,1200231511,12,12,10/15/2019,NULL,1,Teams,USC-SB-NN MIDATLANTIC,SBU_NN MIDATLANTIC
144.00,GST KARNATAKA,87166204,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166204,WEBEX,21017813,12,12,5/8/2020,NULL,1,Account Manager,nithicha,IN_PS_SL_KARNATAKA_TM1
0.00,INSTITUTO PERUANO DE ENERGIA NUCLEAR,87166383,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166383,WEBEX,47587111,36,34,3/11/2020,NULL,1,Teams,VS-PE-COM-G-VSAM-03,CMS_PER_CML
-6953.70,CODAN CANADA INC,87166950,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166950,UMBRELLA,47593078,12,11,4/10/2020,NULL,1,Teams,VS-CAN-COM-CNTRL-G-VSAM-02,CMD_CAN_CENTRAL
2376.00,Contura,1300160214,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160214,WEBEX,1200234262,1,1,5/6/2020,NULL,1,Teams,VS-US-COM-SOUTH-G-VSAM-04,GA-TN COM MIDSIZE
361633.60,DRIIPPING SPRINGS ISD,87166505,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166505,ELA2,20469581,60,60,NULL,NULL,1,Account Manager,shlittle,SLED-South Texas Pr-L6
1565.31,CANDU OWNERS GROUP INC,87167529,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87167529,WEBEX,47571840,12,12,11/19/2019,NULL,1,Teams,TEAM_SMALL_CENTRAL I_VSAM,SBU_CAN_CENTRAL I_VSAM1
5547.60,PEPSICO INTERNATIONAL,87167846,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87167846,CISCO_ONE,47471737,60,60,NULL,NULL,1,Teams,GLL_G_PEPSI_US_TM,ESA_12-39
35560.89,NEW YORK LIFE,87167454,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87167454,CISCO_INTERSIGHT,47637092,31,31,NULL,NULL,1,Account Manager,laurenke,EEA_14-62
14347.13,SIGNODE CORPORATION,87166988,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87166988,WEBEX,47456607,12,-4,1/25/2019,NULL,1,Teams,USC-SB-NN CHICAGO METRO,SBU_NN CHICAGO METRO
1001.79,Bauhaus Artitech B.V.,1300160216,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160216,WEBEX,1200232012,1,1,5/7/2020,NULL,1,Teams,VS-NL-COM-VSAM-3,CB_NLD_AM3
-344.81,Tesam Argentina S.a.,1300160236,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160236,WEBEX,1200149905,1,5,4/17/2020,NULL,1,Account Manager,rromeu,OBS_AMERICAS
469.31,"Privia Health, LLC",1300160237,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160237,WEBEX,1200216899,12,0,5/8/2019,NULL,1,Account Manager,ntess,MIDATLANTIC COM SELECT
1034.76,1447 DENTAL ASSOCIATES,87168245,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168245,UMBRELLA,47218448,12,12,5/14/2020,NULL,1,Teams,USC-SB-NN GREATER PA,SBU_NN GREATER PENN
2436.00,ANIMAL MEDICAL CENTER,87168100,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168100,UMBRELLA,47609013,12,12,4/27/2020,NULL,1,Account Manager,kkischuk,PACIFIC MAJOR
218.16,"NIPPON EXPRESS CO., LTD.",87153701,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87153701,WEBEX,47626765,12,12,5/11/2020,NULL,1,Teams,JPN_COM_EAST_TABUCHI_SHARED,CSL_JPN_KANTO_DS_4
22969.20,"SIEMENS,ENERGY, INC.",87168125,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168125,N9K_SW_SUB,NULL,60,60,NULL,NULL,1,Unallocated,Ingram,US Distribution L6
2154.60,NORC AT THE UNIVERISTY OF CHICAGO,87168940,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168940,WEBEX,47633051,12,12,5/7/2020,NULL,1,Account Manager,jefmurph,CHICAGO METRO COM SELECT
3772.44,MOSAIC,87167075,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87167075,WEBEX,47620609,12,12,5/12/2020,NULL,1,Account Manager,scotturn,HIGH PLAINS COM SELECT
8120.15,BRASKEM S A,87169154,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169154,VIPTELA,NULL,36,36,NULL,NULL,1,Unallocated,Ingram,US Distribution L6
361.40,DEPARTMENT OF NATIONAL DEFENSE,1300160245,05/06/2020 00:00:00,NULL,MANUAL,XAAS,1300160245,WEBEX,1200234420,12,12,5/7/2020,NULL,1,Teams,Federal SSC Team,FED SSC PS PREMIER
0.00,OWENSBORO MEDICAL HEALTH SYSTEM,87168976,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168976,WEBEX,47654940,36,16,8/31/2018,NULL,1,Account Manager,pcorning,CSL_OHIO RIVER VAL SELECT
212.88,CAJA DE PREVISION DE LA DEFENSA NACIONAL,87168498,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168498,WEBEX,20819526,1,1,NULL,NULL,1,Account Manager,pabloalv,CHI-PS CENTRAL GOV
7888.32,NEW DIRECTIONS BEHAVIORAL HEALTH LL,40108703069767,05/06/2020 00:00:00,NULL,MANUAL,XAAS,40108703069767,CISCO_ONE,NULL,36,36,5/6/2020,NULL,1,Unallocated,Comstor,US Distribution L6
212.88,MINISTERIO DE DESARROLLO SOCIAL,87168515,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168515,WEBEX,20850850,1,1,NULL,NULL,1,Account Manager,joguajar,CHI-PS CENTRAL GOV
126.68,GENMIN GROUP,87169658,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169658,UMBRELLA,47642202,12,12,5/7/2020,NULL,1,Teams,SBU_AU_WA_TER1,AU_COM_WA_PL_S_TM
3211.23,WOOLWORTHS TELECOMMUNICATIONS  WOOLWORTHS LTD,87169676,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169676,VIPTELA,NULL,60,60,5/9/2020,NULL,1,Unallocated,Dicker Data,AUST_POS CLAIMS TEAM
5857.15,TERTIARY EDUCATION QUALITY AND STANDARDS AGENCY,87169669,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169669,UMBRELLA,20876751,36,36,NULL,NULL,1,Account Manager,jathoma3,AU_PS_FED_EDU_HIGH_ED1_TM
3211.23,WOOLWORTHS TELECOMMUNICATIONS,87169683,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169683,VIPTELA,NULL,60,60,5/9/2020,NULL,1,Unallocated,Dicker Data,AUST_POS CLAIMS TEAM
3211.23,WOOLWORTHS TELECOMMUNICATIONS  WOOLWORTHS LTD,87169685,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169685,VIPTELA,NULL,60,60,5/9/2020,NULL,1,Unallocated,Dicker Data,AUST_POS CLAIMS TEAM
3211.23,WOOLWORTHS TELECOMMUNICATIONS  WOOLWORTHS LTD,87169690,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169690,VIPTELA,NULL,60,60,5/9/2020,NULL,1,Unallocated,Dicker Data,AUST_POS CLAIMS TEAM
236.34,"TSUKUBARIKASEIKI CO.,LTD.",87170154,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87170154,WEBEX,47585378,13,13,5/11/2020,NULL,1,Teams,JPN_SMALL_KANTO_SHARED,JPN_COM2_GEO_TEAM03_PL
247.65,"KANTO SHINYO KINKO KYOKAI, GENERAL INC. ASSOC",87170157,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87170157,WEBEX,47585360,13,13,NULL,NULL,1,Teams,JPN_COM_EAST_TSUJI_SHARED,JPN_COM_KANTO_TS_OT1_TEAM
3600.00,SAKUSHIN GAKUIN HIGH SCHOOL,87170164,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87170164,WEBEX,47569755,12,12,5/12/2020,NULL,1,Teams,VS-JP-PS-VSAM03,JPN_PUB_HOKKAIDO_TEAM
166.44,SAN CHING ENGINEERING COMPANY LTD,87169707,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169707,WEBEX,47653813,12,12,5/12/2020,NULL,1,Account Manager,janetyua,TW_ENT_MJ_FSI_CATHAY
135.48,DAXIN MATERIALS CORPORATION,87165820,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87165820,WEBEX,47657235,12,12,4/20/2020,NULL,1,Account Manager,lichsieh,SBU_GC_TW_SM01
135.48,THINFLEX CORPORATION,87169677,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169677,WEBEX,47584966,12,12,NULL,NULL,1,Account Manager,lichsieh,SBU_GC_TW_SM01
21600.00,TOYO UNIVERSITY,87169728,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87169728,WEBEX,47518299,12,12,NULL,NULL,1,Teams,JPN_PUB_EAST_MAITANI_SHARED,JP_PSL_KANTO_HE2
1175.76,DEUTSCHE TELEKOM AG,87168800,05/06/2020 00:00:00,NULL,MANUAL,XAAS,87168800,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
-14450.00,OCEANX,85551449,05/07/2020 00:00:00,NULL,MANUAL,XAAS,85551449,WEBEX,41402043,36,NULL,2/28/2019,NULL,1,Teams,VS-US-COM-WEST-G-VSAM-31,N PACIFIC COM MIDSIZE
31.36,NASCO INTERNATIONAL INC,86114752,05/07/2020 00:00:00,NULL,MANUAL,XAAS,86114752,WEBEX,42297747,6,NULL,5/13/2019,NULL,1,Teams,USC-SB-NN WISC ILLINOIS,SBU_NN WISC ILLINOIS
-733.17,NATIONAL MUSEUM OF QATAR,50000251579797,05/07/2020 00:00:00,NULL,MANUAL,XAAS,50000251579797,WEBEX,41692707,12,8,12/30/2019,NULL,1,Account Manager,ghkhalil,PSL_QAT_AM1
138.84,SIEMENS HEALTHCARE DIAGNOSTICS KK,87169509,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169509,WEBEX,47665211,12,12,4/6/2020,NULL,1,Teams,IN_CGEM_GLL_SIEMENS_JP,GLL_SIEMENS_JP
1749.00,MM ACTIV SCI-TECH COMMUNICATIONS PVTLTD,87170239,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170239,WEBEX,21029242,12,12,5/12/2020,NULL,1,Account Manager,rvphanik,SBU_IND_STH1_KR_PL
1842.84,SQUARE D CORPORATION,87169923,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169923,VIPTELA,20633658,36,36,5/11/2020,NULL,1,Teams,SG CSL TEAM 1,SG_COM_SL_1_AM1_TM
1842.84,SQUARE D CORPORATION,87170392,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170392,VIPTELA,20633658,36,36,5/11/2020,NULL,1,Teams,SG CSL TEAM 1,SG_COM_SL_1_AM1_TM
144.00,SALASAR SERVICES INSURANCE BROKERS PVT LTD,87170175,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170175,WEBEX,NULL,12,12,5/8/2020,NULL,1,Account Manager,sodam,SBU_IND_EAST2_WB_PL
277.20,FASCHING STEUERBERATUNGS GESMBH,87170664,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170664,UMBRELLA,40969868,12,12,5/17/2020,NULL,1,Teams,CC AT TEAM2,AUSTRIA_COM_TER2_CLNN
381.60,IREDOLIS LDA,87171067,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87171067,UMBRELLA,NULL,12,12,5/17/2020,NULL,1,Teams,SHARED_PRT_GEO_RULE_TEAM,PORTUGAL_COMM_GNN
609.84,SEIFRIEDSBERGER GMBH & CO KG,87170666,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170666,UMBRELLA,40969463,12,12,5/17/2020,NULL,1,Teams,CC AT TEAM2,AUSTRIA_COM_TER2_CLNN
8494.08,CITY OF SCHENECTADY,87169599,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169599,CIM,40786112,12,12,5/17/2020,NULL,1,Account Manager,fragallo,SLED-NY State St2-L6
285.96,BURBERRY ASIA LTD,87169617,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169617,UMBRELLA,18564484,12,12,5/17/2020,NULL,1,Teams,VS-HK-CMD-VSAM03,CMD_GC_HK_RETAIL_VSAM1
-5139.68,STADT HEILBRONN PERSONAL- UND ORGANISATIONSAMT ,50000241596201,05/07/2020 00:00:00,NULL,MANUAL,XAAS,50000241596201,WEBEX,NULL,12,11,3/26/2020,NULL,1,Account Manager,dkattwin,GER_PS_REGION4_G3_L6
965.88,DEUTSCHE TELEKOM AG,87169634,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169634,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
965.88,DEUTSCHE TELEKOM AG,87169636,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169636,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
2128.80,MAX AICHER GMBH & CO. KG,87171203,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87171203,WEBEX,47534147,12,12,12/22/2019,NULL,1,Teams,TEAM_SMALL_DEU_SOUTH_AM1,GER_SOUTH_CLNN_NN
7200.00,ZWECKVERBAND FUR RETTUNGSDIENST UND FEUERWEHRALARMIERUNG ZRF,87171480,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87171480,Duo Standard,47617479,12,12,5/9/2020,NULL,1,Account Manager,kmerl,GER-PS-REGION2-SS-L6
1001.79,joyn-coop joyoountu GmbH & Co. KG,1300160541,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160541,WEBEX,1200227690,1,1,5/7/2020,NULL,1,Teams,TEAM_SMALL_DEU_SOUTH_AM1,GER_SOUTH_CLNN_NN
2128.80,DIPUTACIO DE GIRONA,87171432,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87171432,WEBEX,47283845,12,12,NULL,NULL,1,Teams,VS-ES-PMD-LGOV-VSAM-79,PMD_ESP_ANDORRA_VSAM
1842.84,SQUARE D CORPORATION,87170842,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170842,VIPTELA,20633658,36,36,NULL,NULL,1,Teams,SG CSL TEAM 1,SG_COM_SL_1_AM1_TM
1175.76,DEUTSCHE TELEKOM AG,87169782,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169782,IOS-XR,20038671,36,36,NULL,NULL,1,Account Manager,sibauten,DT_INFRA_NGN_CORE-EDGE
355593.97,EL CORTE INGLES SA,87160357,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87160357,CANDID,20841540,36,36,NULL,NULL,1,Account Manager,mgrandep,EL_CORTE_INGLES_ESP
2592.00,BUNDESANSTALT FR POST UND TELEKOMMUNIKATION,87169521,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169521,Duo Standard,NULL,36,36,5/7/2020,NULL,1,Account Manager,svhampel,TA-GER-FEDERAL-L6
144.00,VC COMMUNICATION,87170843,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170843,WEBEX,42633389,12,12,5/7/2020,NULL,1,Account Manager,sodam,SBU_IND_EAST2_WB_PL
4001.75,CDK GLOBAL LLC,87171310,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87171310,CISCO_ONE,NULL,36,36,5/11/2020,NULL,1,Unallocated,Tech Data,US Distribution L6
10728.00,LONGWOOD UNIVERSITY,87172581,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87172581,EMAIL_SEC,20022273,12,12,NULL,NULL,1,Account Manager,kerobbin,SLED-KY TN REG-L6
14855.61,SUNBELT RENTALS,87172578,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87172578,WEBEX,47663444,25,25,5/7/2020,NULL,1,Account Manager,macairo,CAROLINAS MAJOR
4297.80,HMSHOST CORP NORTH AMERICA,87173306,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173306,WEBEX,47661924,12,12,5/5/2020,NULL,1,Account Manager,briacole,MIDATLANTIC MAJOR
3621.00,ITRON INC,87173421,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173421,ON_PREMISE,47655525,60,60,5/8/2020,NULL,1,Account Manager,chwatkin,NORTHWEST COM SELECT
0.00,TARGET TRADING SA,87173131,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173131,VIPTELA,19168838,36,36,NULL,NULL,1,Teams,OBS STOCK WW,ORANGE_MS_WW
53220.00,LOCKHEED MARTIN CORPORATION,87173430,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173430,WEBEX,47664572,12,12,2/26/2020,NULL,1,Teams,VS-US-PS-FED-VSAM-14,FED-LOCKHEED MARTIN
214.73,USINA VALE DO TIJUCO AÇUCAR E ALCOOL LTDA,87173908,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173908,WEBEX,NULL,12,12,5/7/2020,NULL,1,Teams,TEAM-DS-BR-SB-OTHERS,SBU_PSR_BRA_SAO_PSR12
64181.11,SOLOTECH INC,87173159,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173159,UMBRELLA,20628603,36,36,NULL,NULL,1,Account Manager,smignacc,CSL_CAN_EAST
1261.80,DRAEGERWERK AG & COMPANY KGAA,87173467,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173467,WEBEX,47663282,12,12,5/15/2020,NULL,1,Account Manager,slein,GER-NORTH-PL-TBM2
5440.08,SHRINERS HOSPITAL FOR CHILDREN,87173418,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173418,CISCO_ONE,47537111,12,12,NULL,NULL,1,Account Manager,brinaldo,FLORIDA MAJOR
-5343.46,"SMITH, ELLIOTT, KEARNS & COMPANY LLC",87173481,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173481,UMBRELLA,47672474,36,11,4/25/2020,NULL,1,Teams,USC-SB-NN PHILADELPHIA METRO,SBU_NN PHILADELPHIA METRO
-2141.82,ONEOK SERVICES COMPANY,87173664,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173664,N9K_SW_SUB,40063736,36,24,5/20/2019,NULL,1,Account Manager,kriclark,OKAR MAJOR
-250.79,TORRENT PHARMACEUTICALS LTD,87174514,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87174514,WEBEX,47618132,12,11,4/14/2020,NULL,1,Account Manager,bhubhatt,CSL_IND_WST_GU_AM1
1647.00,STORED VALUE SOLUTIONS,87174111,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87174111,UMBRELLA,47669346,3,3,5/14/2020,NULL,1,Account Manager,kealbert,CSL_PEACH STATE SELECT
7869.60,WAKEMED HEALTH AND HOSPITALS,87175199,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87175199,CISCO_INTERSIGHT,47186318,12,12,5/11/2020,NULL,1,Account Manager,swertz,SLED-NC SELECT-L6
28487.80,NETAPP,87173149,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87173149,CISCO_INTERSIGHT,47480581,44,44,5/11/2020,NULL,1,Teams,GLL_G_NETAPP_US_TM,EWA_17-08
2756.16,COLORADO TRUST,87174539,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87174539,UMBRELLA,47351127,12,12,5/11/2020,NULL,1,Teams,USC-SB-NN ROCKIES,SBU_NN ROCKIES
1610.71,SIMARK CONTROLS LTD,87174553,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87174553,UMBRELLA,45924237,12,12,5/11/2020,NULL,1,Teams,TEAM_SMALL_WEST I_VSAM,SBU_CAN_WEST I_VSAM1
2544.00,PLUG AND PLAY TECH CENTER,1300160629,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160629,WEBEX,1200227946,12,12,5/11/2020,NULL,1,Teams,USC-SB-NN SILICON VALLEY,SBU_NN SILICON VALLEY
629.20,GEAUGA COUNTY ADP,87112685,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87112685,WEBEX,47547718,13,13,3/5/2020,NULL,1,Teams,VS-US-PS-SLED-EAST-VSAM-17,SLED-OH VAM-L6
4470.00,"EIGHTFOLD AI, INC.",1300160618,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160618,WEBEX,1200232684,12,12,5/11/2020,NULL,1,Teams,USC-SB-NN SILICON VALLEY,SBU_NN SILICON VALLEY
950.00,HOUSTON-GALVESTON AREA COUNCIL,1300160634,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160634,WEBEX,1200234865,2,2,5/8/2020,NULL,1,Account Manager,dnooe,SLED-S Central TX Str-L6
51835.68,BHI,87175216,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87175216,CISCO_INTERSIGHT,47632915,36,36,NULL,NULL,1,Account Manager,jeffrcoo,FLORIDA COM SELECT
2662.44,VIASAT INC,42109154940949,05/07/2020 00:00:00,NULL,MANUAL,XAAS,42109154940949,CISCO_ONE,NULL,12,12,5/7/2020,NULL,1,Unallocated,Tech Data,US Distribution L6
2401200.00,UCLLNL,87172154,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87172154,WEBEX,19112480,60,60,5/15/2020,NULL,1,Teams,DOE West,FED-DOE WEST L6
11254.68,NEC,87169851,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87169851,EPNM,47584046,36,36,NULL,NULL,1,Account Manager,mamiino,JPN_MFG3_ENT_GI_TEAM
1341.00,ROTARY CLUB OF LUBBOCK,1300160596,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160596,WEBEX,1200233359,1,1,5/8/2020,NULL,1,Teams,USC-SB-NN NORTH TEXAS,SBU_NN NORTH TEXAS
-1408.53,BURBERRY,87175717,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87175717,CISCO_ONE,41014448,60,50,7/1/2019,NULL,1,Account Manager,jarsalte,NYC METRO UP COM SELECT
50710.69,TONY WHITE GROUP,87175280,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87175280,WEBEX,47374725,36,36,NULL,NULL,1,Teams,VS-AU-CMD-QLD-VSAM02,AU_COMM_QLD_MM_AM3
3180.00,SBCS CO LTD,1300160624,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160624,WEBEX,1200230450,12,12,5/7/2020,NULL,1,Account Manager,rianuwan,TH_COM_PL_S_TM
0.00,BRIDGECLIMB,87175071,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87175071,UMBRELLA,47671630,12,1,6/20/2019,NULL,1,Teams,SBU_AU_NSW_TER1,AU_COM_NSW_PL_S_TM
2715.84,SQUARE D CORPORATION,87176318,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87176318,VIPTELA,20633658,36,36,5/11/2020,NULL,1,Teams,SG CSL TEAM 1,SG_COM_SL_1_AM1_TM
-139.38,Accurri Pty Limited,1300160638,05/07/2020 00:00:00,NULL,MANUAL,XAAS,1300160638,WEBEX,1200235026,1,1,5/3/2020,NULL,1,Teams,SBU_AU_NSW_TER1,AU_COM_NSW_PL_S_TM
218.16,"OKAZAKISHI ISHIKAI, INC. ASSOCIATION",87176135,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87176135,WEBEX,47598793,12,12,NULL,NULL,1,Teams,JPN_SMALL_TOKAI_SHARED,JPN_COM_WEST_TLG_NN_TEAM
2715.84,SQUARE D CORPORATION,87170533,05/07/2020 00:00:00,NULL,MANUAL,XAAS,87170533,VIPTELA,20633658,36,36,5/11/2020,NULL,1,Teams,SG CSL TEAM 1,SG_COM_SL_1_AM1_TM
